aug	42	1	717	1
august	27	1	717	1
august	6	1	1548	1
author	43	1	1164	1
authoritiespublic	43	1	717	1
authority	59	5	717	5
authors	100	2	1164	2
automatayan	42	1	1164	1
automation	98	3	1164	3
automatons	27	2	1164	2
autonomously	8	1	1164	1
autonomy	41	2	717	2
available	8	5	1164	5
avens	49	1	717	1
avenuejpgthumb250pxrightavenue	32	1	717	1
average	3	1	1164	1
average	66	6	717	6
averaging	43	1	717	1
aves	41	1	717	1
avoid	100	1	1164	1
avon	46	1	717	1
awarded	72	1	1548	1
back	20	1	717	1
back	23	2	1164	2
back	66	1	1548	1
background	46	2	1164	2
backgroundthe	98	1	1164	1
backpropagation	56	2	1164	2
bad	100	1	1164	1
badlands	26	3	717	3
baker	41	1	717	1
banff	89	8	717	8
bank	3	1	717	1
baptists	100	1	717	1
barns	23	2	717	2
barrels	89	2	717	2
barrier	6	1	1548	1
base	43	1	1164	1
based	32	1	1548	1
based	59	11	1164	11
based	72	1	717	1
bases	59	1	1164	1
basic	91	2	1164	2
basin	42	1	717	1
basis	10	3	1164	3
battles	28	1	717	1
battlestar	41	1	1164	1
bay	16	4	717	4
bayagassiz	72	1	1548	1
bayes	16	1	1164	1
bayesian	16	3	1164	3
be	27	9	717	9
be	43	70	1164	70
bean	8	1	717	1
bearing	46	1	717	1
bears	6	2	717	2
beast	100	1	1164	1
beat	23	1	1164	1
beauty	5	1	717	1
became	100	5	1548	5
became	11	5	717	5
became	3	5	1164	5
because	41	1	1164	1
because	89	5	717	5
become	49	2	1164	2
becomes	60	2	1164	2
becomes	8	1	717	1
becoming	41	2	717	2
beds	100	1	717	1
bee	3	1	717	1
beef	42	2	717	2
beekeepers	5	2	717	2
beekeeping	10	1	717	1
been	43	15	1164	15
been	56	11	717	11
bees	72	1	717	1
before	56	2	1164	2
before	6	1	1548	1
before	98	2	717	2
began	59	5	1164	4	717	1
began	8	1	1548	1
beganin	20	1	1164	1
begin	66	5	1164	5
beginning	98	1	1164	1
beginningturing	49	1	1164	1
begins	42	2	717	2
behavior	42	7	1164	7
behaviorbased	100	1	1164	1
behind	91	2	1164	2
being	42	3	717	3
being	56	6	1164	6
beings	89	8	1164	8
beingsibn	100	1	1164	1
belief	100	3	1164	3
believe	16	3	1164	3
believed	27	5	1164	5
belong	42	1	717	1
belonged	29	1	717	1
belonging	11	1	717	1
belongs	3	2	1164	2
below	6	3	1164	3
belowturings	43	1	1164	1
belts	89	1	717	1
benefits	66	1	717	1
benevolent	26	1	1164	1
best	5	1	717	1
best	6	4	1164	4
better	100	4	1164	4
between	26	9	1164	9
between	29	9	717	9
beyond	46	1	1164	1
biases	3	1	1164	1
bibtex	27	1	1164	1
biche	43	2	717	2
biggest	20	1	717	1
billion	23	3	717	3
billion	43	1	1164	1
binomial	89	1	1164	1
biological	16	2	1164	2
biology	26	2	1164	2
biome	5	1	717	1
birch	100	1	717	1
bird	16	2	1164	2
birds	42	1	1164	1
birds	60	3	717	3
birth	28	1	717	1
birth	41	2	1164	2
birthdate	91	1	1164	1
birthrates	3	1	717	1
bison	41	3	717	3
bits	56	1	1164	1
bitumen	3	3	717	3
black	29	2	717	2
blake	98	1	1548	1
blaze	8	1	717	1
bleached	91	1	717	1
blind	98	1	1164	1
blink	56	1	1164	1
bloody	56	1	717	1
blowing	46	1	717	1
blue	49	1	1164	1
board	66	3	717	3
board	8	2	1548	2
boards	42	7	717	7
boasts	41	2	717	2
bobcat	56	1	717	1
bobrows	49	1	1164	1
bodies	60	1	717	1
body	3	1	717	1
body	91	2	1164	2
bodymotion	49	1	1164	1
bone	3	1	717	1
bonnyville	3	1	717	1
book	91	1	1164	1
bookman	98	1	1164	1
boom	29	1	1164	1
border	98	7	717	7
borders	26	1	717	1
boreal	3	2	717	2
born	91	1	1548	1
borrowing	29	1	1164	1
boston	41	2	1548	2
both	89	15	717	15
both	91	10	1164	10
bothered	43	1	1164	1
bottomup	42	1	1164	1
boulevard	89	1	717	1
boundaries	100	1	717	1
boundary	20	2	717	2
bounded	49	1	717	1
boyd	41	1	1164	1
brain	23	10	1164	10
brains	26	2	1164	2
brainthe	26	2	1164	2
branch	60	2	1164	2
branches	11	1	1164	1
breadth	89	2	1164	2
break	16	1	717	1
breakthrough	11	1	1164	1
breeding	46	1	717	1
bridge	10	1	717	1
bridge	46	1	1164	1
bright	29	1	717	1
bringing	32	1	717	1
brings	8	2	717	2
britainfur	100	1	717	1
british	16	12	717	12
british	28	2	1164	2
broad	32	1	717	1
broad	59	1	1164	1
broken	89	1	1164	1
bronze	49	1	1164	1
brooks	29	3	1164	2	717	1
brooksbrooks	23	1	1164	1
brotherinlaw	98	1	1548	1
brought	10	1	717	1
brown	66	1	717	1
budget	27	1	717	1
buffalo	20	12	717	12
build	11	5	1164	5
building	49	1	1164	1
building	89	3	717	3
built	20	1	1548	1
built	41	5	1164	5
built	91	3	717	3
bulletins	27	1	1548	1
bumping	42	1	1164	1
burgeoning	98	3	717	3
buses	43	1	717	1
busiest	46	2	717	2
but	59	10	717	10
but	6	9	1164	9
but	89	3	1548	3
butlers	29	1	1164	1
by	66	52	1164	52
by	91	45	1548	1	717	44
c46441	66	1	717	1
c74825	23	1	717	1
c	98	1	1164	1
cabinet	6	1	717	1
cabot	29	1	1548	1
calculate	41	1	1164	1
calculus	41	9	1164	9
calgary	49	30	717	30
calgaryalberta	60	1	717	1
calgaryedmonton	26	3	717	3
calgaryimagedinosaurprovincialparkhoodoojpghoodoos	43	1	717	1
calgarys	29	3	717	3
californias	89	1	1164	1
call	28	1	1164	1
called	43	2	717	2
called	60	9	1164	9
calling	98	1	717	1
calls	5	3	1164	3
calumet	56	2	1548	2
came	60	2	1164	2
came	72	2	717	2
cameras	16	1	1164	1
cameron	59	1	717	1
campaign	100	1	717	1
campaigns	11	1	717	1
camping	41	1	717	1
campus	89	1	1164	1
camrose	66	1	717	1
can	26	8	717	8
can	49	45	1164	45
canada	66	32	717	32
canadaas	32	1	717	1
canadajpgsatellite	89	1	717	1
canadas	27	16	717	16
canadensis	10	1	717	1
canadian	16	18	717	18
canadians	29	1	717	1
cancer	72	2	717	2
canine	5	1	717	1
canmore	23	3	717	3
canola	72	2	717	2
canyon	91	1	717	1
canyons	72	1	717	1
capabilities	23	3	1164	3
capability	11	1	1164	1
capable	100	2	1164	2
capacity	72	2	717	2
capita	49	2	717	2
capital	41	4	717	4
capture	26	1	1164	1
captured	66	1	717	1
cardiovascular	23	1	717	1
cardston	66	1	717	1
care	20	7	717	7
care	49	2	1164	2
caribbean	66	2	717	2
carnivores	42	2	717	2
caroline	66	2	717	2
carpenter	66	1	717	1
carried	43	1	717	1
cars	32	1	1164	1
carway	28	1	717	1
cary	5	1	1548	1
case	27	1	1164	1
casting	41	1	717	1
categories	8	4	1164	4
category	11	1	1164	1
caters	46	1	717	1
catholic	41	3	717	3
cattle	16	1	717	1
cattlealberta	89	1	717	1
causal	72	2	1164	2
cause	46	2	717	2
caused	5	2	717	2
causes	23	1	1164	1
cbc	100	3	717	3
ceded	26	1	717	1
celebration	29	1	717	1
celebrations	56	1	717	1
census	66	6	717	6
censusthe	3	1	717	1
centered	91	2	1164	2
central	43	13	717	13
central	59	6	1164	6
centrality	100	1	1164	1
centre	41	12	717	12
centres	6	1	717	1
centuries	11	1	1164	1
century	26	1	1164	1
century	27	2	717	2
certain	41	3	1164	3
certificated	23	1	717	1
certificates	6	1	717	1
chaining	23	2	1164	2
challenge	28	4	1164	4
challenger	3	1	1548	1
champion	98	1	1164	1
champions	20	1	1164	1
chances	26	2	1164	2
change	32	1	717	1
change	98	2	1164	2
changing	89	1	1164	1
channel	6	1	1548	1
character	41	1	717	1
character	6	1	1164	1
characteristics	41	1	1164	1
charter	5	2	717	2
chatterbot	56	1	1164	1
check	41	1	1164	1
checker	72	2	1164	2
chemistry	16	1	1164	1
chemistry	42	1	1548	1
chess	100	4	1164	4
chesscomputers	11	1	1164	1
chessplaying	49	3	1164	3
children	100	1	1548	1
childrens	100	3	717	3
chile	8	1	1548	1
china	41	1	717	1
chinatowns	89	1	717	1
chinese	3	4	717	4
chinook	3	2	717	2
chinooks	3	1	717	1
chipewyan	56	2	717	2
choices	10	3	1164	3
choicesin	91	1	1164	1
choose	32	2	717	2
christian	28	1	717	1
christmas	6	1	717	1
church	98	2	717	2
churches	23	1	717	1
churchill	66	1	717	1
circumscription	89	2	1164	2
citation	60	5	1164	5
cities	72	5	717	5
citiesin	89	1	717	1
citizens	16	1	717	1
city	72	10	717	10
citys	100	1	717	1
civil	49	1	717	1
civilization	29	1	1164	1
civilization	8	1	1548	1
claim	29	1	717	1
claim	43	2	1164	2
claiming	11	1	1164	1
claire	6	1	717	1
class	11	3	1164	3
class	6	1	717	1
classes	56	1	1164	1
classic	59	1	1164	1
classical	23	2	1164	2
classification	11	1	1548	1
classification	16	3	1164	3
classified	10	2	1164	2
classifier	59	6	1164	6
classifierand	26	1	1164	1
classifiers	60	6	1164	6
classify	27	1	1164	1
clauses	26	1	1164	1
climate	98	8	717	8
climatic	98	1	717	1
climbing	100	1	1164	1
clinic	72	2	717	2
close	100	1	717	1
closed	20	1	1548	1
closely	56	2	1164	2
closest	89	1	1164	1
clover	29	2	717	2
club	41	1	1164	1
clumps	100	1	717	1
cmu	100	3	1164	3
cnet	41	1	1164	1
coal	49	1	717	1
coast	3	2	1548	2
coast	91	1	717	1
cognition	28	1	1164	1
cognitive	91	4	1164	4
coincide	29	1	717	1
coincided	20	1	1164	1
coincidence	11	1	1164	1
coined	60	2	1164	2
colby	91	1	1164	1
cold	43	5	717	5
collaboration	100	1	1164	1
collapse	10	2	1164	2
collapse	91	1	1548	1
collected	42	1	717	1
collection	10	1	1548	1
collections	29	1	1548	1
collectively	23	1	717	1
collectively	6	1	1164	1
collectors	100	1	717	1
college	29	1	1164	1
college	91	2	717	2
colleges	6	3	717	3
colony	59	1	1164	1
columbia	41	13	717	13
combined	89	1	1164	1
combining	10	1	1164	1
come	26	1	1164	1
comeback	20	1	717	1
comes	100	3	1164	3
comes	11	1	717	1
comical	56	1	1164	1
commander	27	1	1164	1
commemorate	26	1	717	1
commercial	23	1	1164	1
commitment	29	1	1164	1
common	11	6	1164	6
common	42	7	717	7
commonly	11	2	717	2
commonly	16	1	1164	1
commonsense	100	3	1164	3
communal	43	1	717	1
communicate	20	2	1164	2
communication	59	1	1164	1
communities	66	2	717	2
community	72	1	717	1
companies	29	4	717	4
company	23	2	1548	2
company	56	3	717	3
comparative	60	3	1548	3
compared	6	1	1164	1
compared	98	2	717	2
compete	72	1	717	1
competition	29	1	1164	1
competitions	23	2	717	2
competitions	8	2	1164	2
complete	11	2	1164	2
complete	42	1	717	1
completely	60	2	1164	2
completes	11	1	1164	1
complex	98	1	717	1
complexa	59	1	717	1
complexity	42	1	1164	1
complicated	43	3	1164	3
components	23	1	1164	1
compression	27	1	1164	1
comprise	60	1	717	1
comprised	60	1	717	1
computation	60	3	1164	3
computational	41	7	1164	7
computationalism	66	1	1164	1
computer	26	13	1164	13
computers	89	8	1164	8
computing	98	4	1164	4
computingscience	41	1	1164	1
comrade	100	1	1164	1
conceivable	23	2	1164	2
concept	11	3	1164	3
concepts	66	5	1164	5
conceptsrepresentation	41	1	1164	1
concerned	32	1	1164	1
concerns	3	1	1164	1
concerted	41	1	717	1
conclusions	10	1	1164	1
concurrent	5	1	1164	1
condition	66	1	1164	1
conditional	20	1	1164	1
conditions	49	1	1164	1
conditions	66	3	717	3
coneflower	5	1	717	1
confederacy	23	1	717	1
conference	16	7	1164	7
confidencelogics	100	1	1164	1
confusing	6	1	717	1
confusion	100	1	717	1
conglomerate	100	2	1548	2
congress	28	1	1164	1
conifer	46	1	717	1
conifers	20	1	717	1
conjecture	56	1	1164	1
connected	41	1	717	1
connecting	20	2	717	2
connection	100	2	1164	2
connectionism	3	3	1164	3
connections	59	1	717	1
connects	56	1	717	1
conqueroroverlord	8	1	1164	1
conscious	42	3	1164	3
consciousness	5	5	1164	5
consensus	3	1	1164	1
consequences	20	1	1164	1
conservative	100	4	717	4
conservatives	16	4	717	4
consider	41	2	1164	2
considerable	41	1	717	1
considerably	28	1	717	1
considered	27	5	1164	5
considers	23	1	1164	1
consist	59	1	717	1
consist	91	1	1164	1
consisted	5	1	717	1
consisting	10	1	717	1
consists	26	1	1164	1
consolidated	3	1	1548	1
consort	29	1	717	1
constituted	8	3	717	3
constitutional	8	1	717	1
constraints	23	1	1164	1
